id,name,citation_count,entry_created_date,is_found_by_algorithm,cites_chameleon,acknowledges_chameleon,approved_with,source_id,publication_type,forum,title,year,month,author,bibtex_source,link,added_by_username,doi,checked_for_duplicates,project_id,publication_id
305,google_scholar,41,1684454400000,0,0,0,,,conference full paper,"ApJ,American Astronomical Society",ALMA MEASUREMENTS OF CIRCUMSTELLAR MATERIAL IN THE GQ LUP SYSTEM,2017.0,1.0,Meredith A. MacGregor and David J. Wilner and Ian Czekala and Sean M. Andrews and Y. Sophia Dai and Gregory J. Herczeg and Kaitlin M. Kratter and Adam L. Kraus and Luca Ricci and Leonardo Testi,"{""journal"": ""ApJ"", ""title"": ""{ALMA} {MEASUREMENTS} {OF} {CIRCUMSTELLAR} {MATERIAL} {IN} {THE} {GQ} {LUP} {SYSTEM}"", ""author"": ""Meredith A. MacGregor and David J. Wilner and Ian Czekala and Sean M. Andrews and Y. Sophia Dai and Gregory J. Herczeg and Kaitlin M. Kratter and Adam L. Kraus and Luca Ricci and Leonardo Testi"", ""pages"": ""17"", ""number"": ""1"", ""volume"": ""835"", ""publisher"": ""American Astronomical Society"", ""month"": ""jan"", ""year"": ""2017"", ""url"": ""https://doi.org/10.3847%2F1538-4357%2F835%2F1%2F17"", ""doi"": ""10.3847/1538-4357/835/1/17"", ""ENTRYTYPE"": ""article"", ""ID"": ""MacGregor_2017""}",https://doi.org/10.3847%2F1538-4357%2F835%2F1%2F17,admin,10.3847/1538-4357/835/1/17,1,161.0,106
306,scopus,35,1684454400000,0,0,0,,,conference full paper,"ApJ,American Astronomical Society",ALMA MEASUREMENTS OF CIRCUMSTELLAR MATERIAL IN THE GQ LUP SYSTEM,2017.0,1.0,Meredith A. MacGregor and David J. Wilner and Ian Czekala and Sean M. Andrews and Y. Sophia Dai and Gregory J. Herczeg and Kaitlin M. Kratter and Adam L. Kraus and Luca Ricci and Leonardo Testi,"{""journal"": ""ApJ"", ""title"": ""{ALMA} {MEASUREMENTS} {OF} {CIRCUMSTELLAR} {MATERIAL} {IN} {THE} {GQ} {LUP} {SYSTEM}"", ""author"": ""Meredith A. MacGregor and David J. Wilner and Ian Czekala and Sean M. Andrews and Y. Sophia Dai and Gregory J. Herczeg and Kaitlin M. Kratter and Adam L. Kraus and Luca Ricci and Leonardo Testi"", ""pages"": ""17"", ""number"": ""1"", ""volume"": ""835"", ""publisher"": ""American Astronomical Society"", ""month"": ""jan"", ""year"": ""2017"", ""url"": ""https://doi.org/10.3847%2F1538-4357%2F835%2F1%2F17"", ""doi"": ""10.3847/1538-4357/835/1/17"", ""ENTRYTYPE"": ""article"", ""ID"": ""MacGregor_2017""}",https://doi.org/10.3847%2F1538-4357%2F835%2F1%2F17,admin,10.3847/1538-4357/835/1/17,1,161.0,106
307,semantic_scholar,36,1684454400000,0,0,0,,,conference full paper,"ApJ,American Astronomical Society",ALMA MEASUREMENTS OF CIRCUMSTELLAR MATERIAL IN THE GQ LUP SYSTEM,2017.0,1.0,Meredith A. MacGregor and David J. Wilner and Ian Czekala and Sean M. Andrews and Y. Sophia Dai and Gregory J. Herczeg and Kaitlin M. Kratter and Adam L. Kraus and Luca Ricci and Leonardo Testi,"{""journal"": ""ApJ"", ""title"": ""{ALMA} {MEASUREMENTS} {OF} {CIRCUMSTELLAR} {MATERIAL} {IN} {THE} {GQ} {LUP} {SYSTEM}"", ""author"": ""Meredith A. MacGregor and David J. Wilner and Ian Czekala and Sean M. Andrews and Y. Sophia Dai and Gregory J. Herczeg and Kaitlin M. Kratter and Adam L. Kraus and Luca Ricci and Leonardo Testi"", ""pages"": ""17"", ""number"": ""1"", ""volume"": ""835"", ""publisher"": ""American Astronomical Society"", ""month"": ""jan"", ""year"": ""2017"", ""url"": ""https://doi.org/10.3847%2F1538-4357%2F835%2F1%2F17"", ""doi"": ""10.3847/1538-4357/835/1/17"", ""ENTRYTYPE"": ""article"", ""ID"": ""MacGregor_2017""}",https://doi.org/10.3847%2F1538-4357%2F835%2F1%2F17,admin,10.3847/1538-4357/835/1/17,1,161.0,106
308,user_reported,0,1623024000000,0,0,0,,,conference full paper,"ApJ,American Astronomical Society",ALMA MEASUREMENTS OF CIRCUMSTELLAR MATERIAL IN THE GQ LUP SYSTEM,2017.0,1.0,Meredith A. MacGregor and David J. Wilner and Ian Czekala and Sean M. Andrews and Y. Sophia Dai and Gregory J. Herczeg and Kaitlin M. Kratter and Adam L. Kraus and Luca Ricci and Leonardo Testi,"{""journal"": ""ApJ"", ""title"": ""{ALMA} {MEASUREMENTS} {OF} {CIRCUMSTELLAR} {MATERIAL} {IN} {THE} {GQ} {LUP} {SYSTEM}"", ""author"": ""Meredith A. MacGregor and David J. Wilner and Ian Czekala and Sean M. Andrews and Y. Sophia Dai and Gregory J. Herczeg and Kaitlin M. Kratter and Adam L. Kraus and Luca Ricci and Leonardo Testi"", ""pages"": ""17"", ""number"": ""1"", ""volume"": ""835"", ""publisher"": ""American Astronomical Society"", ""month"": ""jan"", ""year"": ""2017"", ""url"": ""https://doi.org/10.3847%2F1538-4357%2F835%2F1%2F17"", ""doi"": ""10.3847/1538-4357/835/1/17"", ""ENTRYTYPE"": ""article"", ""ID"": ""MacGregor_2017""}",https://doi.org/10.3847%2F1538-4357%2F835%2F1%2F17,admin,10.3847/1538-4357/835/1/17,1,161.0,106
309,google_scholar,5,1684454400000,0,1,1,,,conference full paper,"Software and Cyberinfrastructure for Astronomy IV, SPIE",High-contrast imaging in the cloud with klipReduce and Findr,2016.0,8.0,Asher Haug-Baltzell and Jared R. Males and Katie M. Morzinski and Ya-Lin Wu and Nirav Merchant and Eric Lyons and Laird M. Close,"{""booktitle"": ""Software and Cyberinfrastructure for Astronomy {IV}"", ""title"": ""High-contrast imaging in the cloud with {klipReduce} and Findr"", ""editor"": ""Gianluca Chiozzi and Juan C. Guzman"", ""author"": ""Asher Haug-Baltzell and Jared R. Males and Katie M. Morzinski and Ya-Lin Wu and Nirav Merchant and Eric Lyons and Laird M. Close"", ""publisher"": ""{SPIE}"", ""month"": ""aug"", ""year"": ""2016"", ""url"": ""https://doi.org/10.1117%2F12.2234095"", ""doi"": ""10.1117/12.2234095"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Haug_Baltzell_2016""}",https://doi.org/10.1117%2F12.2234095,admin,10.1117/12.2234095,1,161.0,107
310,scopus,5,1684454400000,0,1,1,,,conference full paper,"Software and Cyberinfrastructure for Astronomy IV, SPIE",High-contrast imaging in the cloud with klipReduce and Findr,2016.0,8.0,Asher Haug-Baltzell and Jared R. Males and Katie M. Morzinski and Ya-Lin Wu and Nirav Merchant and Eric Lyons and Laird M. Close,"{""booktitle"": ""Software and Cyberinfrastructure for Astronomy {IV}"", ""title"": ""High-contrast imaging in the cloud with {klipReduce} and Findr"", ""editor"": ""Gianluca Chiozzi and Juan C. Guzman"", ""author"": ""Asher Haug-Baltzell and Jared R. Males and Katie M. Morzinski and Ya-Lin Wu and Nirav Merchant and Eric Lyons and Laird M. Close"", ""publisher"": ""{SPIE}"", ""month"": ""aug"", ""year"": ""2016"", ""url"": ""https://doi.org/10.1117%2F12.2234095"", ""doi"": ""10.1117/12.2234095"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Haug_Baltzell_2016""}",https://doi.org/10.1117%2F12.2234095,admin,10.1117/12.2234095,1,161.0,107
311,semantic_scholar,4,1684454400000,0,1,1,,,conference full paper,"Software and Cyberinfrastructure for Astronomy IV, SPIE",High-contrast imaging in the cloud with klipReduce and Findr,2016.0,8.0,Asher Haug-Baltzell and Jared R. Males and Katie M. Morzinski and Ya-Lin Wu and Nirav Merchant and Eric Lyons and Laird M. Close,"{""booktitle"": ""Software and Cyberinfrastructure for Astronomy {IV}"", ""title"": ""High-contrast imaging in the cloud with {klipReduce} and Findr"", ""editor"": ""Gianluca Chiozzi and Juan C. Guzman"", ""author"": ""Asher Haug-Baltzell and Jared R. Males and Katie M. Morzinski and Ya-Lin Wu and Nirav Merchant and Eric Lyons and Laird M. Close"", ""publisher"": ""{SPIE}"", ""month"": ""aug"", ""year"": ""2016"", ""url"": ""https://doi.org/10.1117%2F12.2234095"", ""doi"": ""10.1117/12.2234095"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Haug_Baltzell_2016""}",https://doi.org/10.1117%2F12.2234095,admin,10.1117/12.2234095,1,161.0,107
312,user_reported,3,1623024000000,0,1,1,publication,,conference full paper,"Software and Cyberinfrastructure for Astronomy IV, SPIE",High-contrast imaging in the cloud with klipReduce and Findr,2016.0,8.0,Asher Haug-Baltzell and Jared R. Males and Katie M. Morzinski and Ya-Lin Wu and Nirav Merchant and Eric Lyons and Laird M. Close,"{""booktitle"": ""Software and Cyberinfrastructure for Astronomy {IV}"", ""title"": ""High-contrast imaging in the cloud with {klipReduce} and Findr"", ""editor"": ""Gianluca Chiozzi and Juan C. Guzman"", ""author"": ""Asher Haug-Baltzell and Jared R. Males and Katie M. Morzinski and Ya-Lin Wu and Nirav Merchant and Eric Lyons and Laird M. Close"", ""publisher"": ""{SPIE}"", ""month"": ""aug"", ""year"": ""2016"", ""url"": ""https://doi.org/10.1117%2F12.2234095"", ""doi"": ""10.1117/12.2234095"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Haug_Baltzell_2016""}",https://doi.org/10.1117%2F12.2234095,admin,10.1117/12.2234095,1,161.0,107
313,google_scholar,7,1684454400000,0,0,0,,,conference full paper,"Digital Libraries: Providing Quality Information,Springer International Publishing",On-Demand Big Data Analysis in Digital Repositories: A Lightweight Approach,2015.0,,Zhiwu Xie and Yinlin Chen and Tingting Jiang and Julie Speer and Tyler Walters and Pablo A. Tarazaga and Mary Kasarda,"{""booktitle"": ""Digital Libraries: Providing Quality Information"", ""title"": ""On-Demand Big Data Analysis in Digital Repositories: A Lightweight Approach"", ""author"": ""Zhiwu Xie and Yinlin Chen and Tingting Jiang and Julie Speer and Tyler Walters and Pablo A. Tarazaga and Mary Kasarda"", ""pages"": ""274--277"", ""publisher"": ""Springer International Publishing"", ""year"": ""2015"", ""url"": ""https://doi.org/10.1007%2F978-3-319-27974-9_29"", ""doi"": ""10.1007/978-3-319-27974-9_29"", ""ENTRYTYPE"": ""incollection"", ""ID"": ""Xie_2015""}",https://doi.org/10.1007%2F978-3-319-27974-9_29,admin,10.1007/978-3-319-27974-9_29,1,245.0,108
314,scopus,5,1684454400000,0,0,0,,,conference full paper,"Digital Libraries: Providing Quality Information,Springer International Publishing",On-Demand Big Data Analysis in Digital Repositories: A Lightweight Approach,2015.0,,Zhiwu Xie and Yinlin Chen and Tingting Jiang and Julie Speer and Tyler Walters and Pablo A. Tarazaga and Mary Kasarda,"{""booktitle"": ""Digital Libraries: Providing Quality Information"", ""title"": ""On-Demand Big Data Analysis in Digital Repositories: A Lightweight Approach"", ""author"": ""Zhiwu Xie and Yinlin Chen and Tingting Jiang and Julie Speer and Tyler Walters and Pablo A. Tarazaga and Mary Kasarda"", ""pages"": ""274--277"", ""publisher"": ""Springer International Publishing"", ""year"": ""2015"", ""url"": ""https://doi.org/10.1007%2F978-3-319-27974-9_29"", ""doi"": ""10.1007/978-3-319-27974-9_29"", ""ENTRYTYPE"": ""incollection"", ""ID"": ""Xie_2015""}",https://doi.org/10.1007%2F978-3-319-27974-9_29,admin,10.1007/978-3-319-27974-9_29,1,245.0,108
315,semantic_scholar,5,1684454400000,0,0,0,,,conference full paper,"Digital Libraries: Providing Quality Information,Springer International Publishing",On-Demand Big Data Analysis in Digital Repositories: A Lightweight Approach,2015.0,,Zhiwu Xie and Yinlin Chen and Tingting Jiang and Julie Speer and Tyler Walters and Pablo A. Tarazaga and Mary Kasarda,"{""booktitle"": ""Digital Libraries: Providing Quality Information"", ""title"": ""On-Demand Big Data Analysis in Digital Repositories: A Lightweight Approach"", ""author"": ""Zhiwu Xie and Yinlin Chen and Tingting Jiang and Julie Speer and Tyler Walters and Pablo A. Tarazaga and Mary Kasarda"", ""pages"": ""274--277"", ""publisher"": ""Springer International Publishing"", ""year"": ""2015"", ""url"": ""https://doi.org/10.1007%2F978-3-319-27974-9_29"", ""doi"": ""10.1007/978-3-319-27974-9_29"", ""ENTRYTYPE"": ""incollection"", ""ID"": ""Xie_2015""}",https://doi.org/10.1007%2F978-3-319-27974-9_29,admin,10.1007/978-3-319-27974-9_29,1,245.0,108
316,user_reported,0,1623024000000,0,0,0,justification,,conference full paper,"Digital Libraries: Providing Quality Information,Springer International Publishing",On-Demand Big Data Analysis in Digital Repositories: A Lightweight Approach,2015.0,,Zhiwu Xie and Yinlin Chen and Tingting Jiang and Julie Speer and Tyler Walters and Pablo A. Tarazaga and Mary Kasarda,"{""booktitle"": ""Digital Libraries: Providing Quality Information"", ""title"": ""On-Demand Big Data Analysis in Digital Repositories: A Lightweight Approach"", ""author"": ""Zhiwu Xie and Yinlin Chen and Tingting Jiang and Julie Speer and Tyler Walters and Pablo A. Tarazaga and Mary Kasarda"", ""pages"": ""274--277"", ""publisher"": ""Springer International Publishing"", ""year"": ""2015"", ""url"": ""https://doi.org/10.1007%2F978-3-319-27974-9_29"", ""doi"": ""10.1007/978-3-319-27974-9_29"", ""ENTRYTYPE"": ""incollection"", ""ID"": ""Xie_2015""}",https://doi.org/10.1007%2F978-3-319-27974-9_29,admin,10.1007/978-3-319-27974-9_29,1,245.0,108
317,google_scholar,2,1684454400000,0,0,0,,,conference full paper,"2015 IEEE International Conference on Information Reuse and Integration, IEEE",Integrating Open Source Software Repositories on the Web through Linked Data,2015.0,8.0,Aftab Iqbal and Stefan Decker,"{""booktitle"": ""2015 {IEEE} International Conference on Information Reuse and Integration"", ""title"": ""Integrating Open Source Software Repositories on the Web through Linked Data"", ""author"": ""Aftab Iqbal and Stefan Decker"", ""publisher"": ""{IEEE}"", ""month"": ""aug"", ""year"": ""2015"", ""url"": ""https://doi.org/10.1109%2Firi.2015.27"", ""doi"": ""10.1109/iri.2015.27"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Iqbal_2015""}",https://doi.org/10.1109%2Firi.2015.27,admin,10.1109/iri.2015.27,1,245.0,109
318,scopus,4,1684454400000,0,0,0,,,conference full paper,"2015 IEEE International Conference on Information Reuse and Integration, IEEE",Integrating Open Source Software Repositories on the Web through Linked Data,2015.0,8.0,Aftab Iqbal and Stefan Decker,"{""booktitle"": ""2015 {IEEE} International Conference on Information Reuse and Integration"", ""title"": ""Integrating Open Source Software Repositories on the Web through Linked Data"", ""author"": ""Aftab Iqbal and Stefan Decker"", ""publisher"": ""{IEEE}"", ""month"": ""aug"", ""year"": ""2015"", ""url"": ""https://doi.org/10.1109%2Firi.2015.27"", ""doi"": ""10.1109/iri.2015.27"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Iqbal_2015""}",https://doi.org/10.1109%2Firi.2015.27,admin,10.1109/iri.2015.27,1,245.0,109
319,semantic_scholar,2,1684454400000,0,0,0,,,conference full paper,"2015 IEEE International Conference on Information Reuse and Integration, IEEE",Integrating Open Source Software Repositories on the Web through Linked Data,2015.0,8.0,Aftab Iqbal and Stefan Decker,"{""booktitle"": ""2015 {IEEE} International Conference on Information Reuse and Integration"", ""title"": ""Integrating Open Source Software Repositories on the Web through Linked Data"", ""author"": ""Aftab Iqbal and Stefan Decker"", ""publisher"": ""{IEEE}"", ""month"": ""aug"", ""year"": ""2015"", ""url"": ""https://doi.org/10.1109%2Firi.2015.27"", ""doi"": ""10.1109/iri.2015.27"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Iqbal_2015""}",https://doi.org/10.1109%2Firi.2015.27,admin,10.1109/iri.2015.27,1,245.0,109
320,user_reported,0,1623024000000,0,0,0,,,conference full paper,"2015 IEEE International Conference on Information Reuse and Integration, IEEE",Integrating Open Source Software Repositories on the Web through Linked Data,2015.0,8.0,Aftab Iqbal and Stefan Decker,"{""booktitle"": ""2015 {IEEE} International Conference on Information Reuse and Integration"", ""title"": ""Integrating Open Source Software Repositories on the Web through Linked Data"", ""author"": ""Aftab Iqbal and Stefan Decker"", ""publisher"": ""{IEEE}"", ""month"": ""aug"", ""year"": ""2015"", ""url"": ""https://doi.org/10.1109%2Firi.2015.27"", ""doi"": ""10.1109/iri.2015.27"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Iqbal_2015""}",https://doi.org/10.1109%2Firi.2015.27,admin,10.1109/iri.2015.27,1,245.0,109
321,google_scholar,3,1684454400000,0,0,0,,,conference full paper,"Proceedings of the 16th ACM/IEEE-CS on Joint Conference on Digital Libraries, ACM",Evaluating Cost of Cloud Execution in a Data Repository,2016.0,6.0,Zhiwu Xie and Yinlin Chen and Julie Speer and Tyler Walters,"{""booktitle"": ""Proceedings of the 16th {ACM}/{IEEE}-{CS} on Joint Conference on Digital Libraries"", ""title"": ""Evaluating Cost of Cloud Execution in a Data Repository"", ""author"": ""Zhiwu Xie and Yinlin Chen and Julie Speer and Tyler Walters"", ""publisher"": ""{ACM}"", ""month"": ""jun"", ""year"": ""2016"", ""url"": ""https://doi.org/10.1145%2F2910896.2925454"", ""doi"": ""10.1145/2910896.2925454"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Xie_2016""}",https://doi.org/10.1145%2F2910896.2925454,admin,10.1145/2910896.2925454,1,245.0,110
322,scopus,2,1684454400000,0,0,0,,,conference full paper,"Proceedings of the 16th ACM/IEEE-CS on Joint Conference on Digital Libraries, ACM",Evaluating Cost of Cloud Execution in a Data Repository,2016.0,6.0,Zhiwu Xie and Yinlin Chen and Julie Speer and Tyler Walters,"{""booktitle"": ""Proceedings of the 16th {ACM}/{IEEE}-{CS} on Joint Conference on Digital Libraries"", ""title"": ""Evaluating Cost of Cloud Execution in a Data Repository"", ""author"": ""Zhiwu Xie and Yinlin Chen and Julie Speer and Tyler Walters"", ""publisher"": ""{ACM}"", ""month"": ""jun"", ""year"": ""2016"", ""url"": ""https://doi.org/10.1145%2F2910896.2925454"", ""doi"": ""10.1145/2910896.2925454"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Xie_2016""}",https://doi.org/10.1145%2F2910896.2925454,admin,10.1145/2910896.2925454,1,245.0,110
323,semantic_scholar,4,1684454400000,0,0,0,,,conference full paper,"Proceedings of the 16th ACM/IEEE-CS on Joint Conference on Digital Libraries, ACM",Evaluating Cost of Cloud Execution in a Data Repository,2016.0,6.0,Zhiwu Xie and Yinlin Chen and Julie Speer and Tyler Walters,"{""booktitle"": ""Proceedings of the 16th {ACM}/{IEEE}-{CS} on Joint Conference on Digital Libraries"", ""title"": ""Evaluating Cost of Cloud Execution in a Data Repository"", ""author"": ""Zhiwu Xie and Yinlin Chen and Julie Speer and Tyler Walters"", ""publisher"": ""{ACM}"", ""month"": ""jun"", ""year"": ""2016"", ""url"": ""https://doi.org/10.1145%2F2910896.2925454"", ""doi"": ""10.1145/2910896.2925454"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Xie_2016""}",https://doi.org/10.1145%2F2910896.2925454,admin,10.1145/2910896.2925454,1,245.0,110
324,user_reported,0,1623024000000,0,0,0,justification,,conference full paper,"Proceedings of the 16th ACM/IEEE-CS on Joint Conference on Digital Libraries, ACM",Evaluating Cost of Cloud Execution in a Data Repository,2016.0,6.0,Zhiwu Xie and Yinlin Chen and Julie Speer and Tyler Walters,"{""booktitle"": ""Proceedings of the 16th {ACM}/{IEEE}-{CS} on Joint Conference on Digital Libraries"", ""title"": ""Evaluating Cost of Cloud Execution in a Data Repository"", ""author"": ""Zhiwu Xie and Yinlin Chen and Julie Speer and Tyler Walters"", ""publisher"": ""{ACM}"", ""month"": ""jun"", ""year"": ""2016"", ""url"": ""https://doi.org/10.1145%2F2910896.2925454"", ""doi"": ""10.1145/2910896.2925454"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Xie_2016""}",https://doi.org/10.1145%2F2910896.2925454,admin,10.1145/2910896.2925454,1,245.0,110
325,scopus,14,1684454400000,0,0,0,,,conference full paper,Oxford University Press (OUP),Web Archiving,2018.0,8.0,Niels Brügger,"{""title"": ""Web Archiving"", ""author"": ""Niels Br\u00fcgger"", ""publisher"": ""Oxford University Press ({OUP})"", ""month"": ""aug"", ""year"": ""2018"", ""url"": ""https://doi.org/10.1093%2Fobo%2F9780199756841-0213"", ""doi"": ""10.1093/obo/9780199756841-0213"", ""ENTRYTYPE"": ""misc"", ""ID"": ""Br_gger_2018""}",https://doi.org/10.1093%2Fobo%2F9780199756841-0213,admin,10.1093/obo/9780199756841-0213,1,245.0,111
326,user_reported,0,1623024000000,0,0,0,justification,,conference full paper,Oxford University Press (OUP),Web Archiving,2018.0,8.0,Niels Brügger,"{""title"": ""Web Archiving"", ""author"": ""Niels Br\u00fcgger"", ""publisher"": ""Oxford University Press ({OUP})"", ""month"": ""aug"", ""year"": ""2018"", ""url"": ""https://doi.org/10.1093%2Fobo%2F9780199756841-0213"", ""doi"": ""10.1093/obo/9780199756841-0213"", ""ENTRYTYPE"": ""misc"", ""ID"": ""Br_gger_2018""}",https://doi.org/10.1093%2Fobo%2F9780199756841-0213,admin,10.1093/obo/9780199756841-0213,1,245.0,111
327,google_scholar,23,1684454400000,0,0,0,,,conference full paper,Springer Singapore,"Fog Computing, Deep Learning and Big Data Analytics-Research Directions",2019.0,,C.S.R. Prabhu,"{""title"": ""Fog Computing, Deep Learning and Big Data Analytics-Research Directions"", ""author"": ""C.S.R. Prabhu"", ""publisher"": ""Springer Singapore"", ""year"": ""2019"", ""url"": ""https://doi.org/10.1007%2F978-981-13-3209-8"", ""doi"": ""10.1007/978-981-13-3209-8"", ""ENTRYTYPE"": ""book"", ""ID"": ""Prabhu_2019""}",https://doi.org/10.1007%2F978-981-13-3209-8,admin,10.1007/978-981-13-3209-8,1,245.0,112
328,scopus,12,1684454400000,0,0,0,,,conference full paper,Springer Singapore,"Fog Computing, Deep Learning and Big Data Analytics-Research Directions",2019.0,,C.S.R. Prabhu,"{""title"": ""Fog Computing, Deep Learning and Big Data Analytics-Research Directions"", ""author"": ""C.S.R. Prabhu"", ""publisher"": ""Springer Singapore"", ""year"": ""2019"", ""url"": ""https://doi.org/10.1007%2F978-981-13-3209-8"", ""doi"": ""10.1007/978-981-13-3209-8"", ""ENTRYTYPE"": ""book"", ""ID"": ""Prabhu_2019""}",https://doi.org/10.1007%2F978-981-13-3209-8,admin,10.1007/978-981-13-3209-8,1,245.0,112
329,semantic_scholar,15,1684454400000,0,0,0,,,conference full paper,Springer Singapore,"Fog Computing, Deep Learning and Big Data Analytics-Research Directions",2019.0,,C.S.R. Prabhu,"{""title"": ""Fog Computing, Deep Learning and Big Data Analytics-Research Directions"", ""author"": ""C.S.R. Prabhu"", ""publisher"": ""Springer Singapore"", ""year"": ""2019"", ""url"": ""https://doi.org/10.1007%2F978-981-13-3209-8"", ""doi"": ""10.1007/978-981-13-3209-8"", ""ENTRYTYPE"": ""book"", ""ID"": ""Prabhu_2019""}",https://doi.org/10.1007%2F978-981-13-3209-8,admin,10.1007/978-981-13-3209-8,1,245.0,112
330,user_reported,0,1623024000000,0,0,0,,,conference full paper,Springer Singapore,"Fog Computing, Deep Learning and Big Data Analytics-Research Directions",2019.0,,C.S.R. Prabhu,"{""title"": ""Fog Computing, Deep Learning and Big Data Analytics-Research Directions"", ""author"": ""C.S.R. Prabhu"", ""publisher"": ""Springer Singapore"", ""year"": ""2019"", ""url"": ""https://doi.org/10.1007%2F978-981-13-3209-8"", ""doi"": ""10.1007/978-981-13-3209-8"", ""ENTRYTYPE"": ""book"", ""ID"": ""Prabhu_2019""}",https://doi.org/10.1007%2F978-981-13-3209-8,admin,10.1007/978-981-13-3209-8,1,245.0,112
331,google_scholar,21,1684454400000,0,0,1,,,conference full paper,"Biological Conservation, Elsevier BV",Adaptive management of ecological systems under partial observability,2018.0,8.0,Milad Memarzadeh and Carl Boettiger,"{""journal"": ""Biological Conservation"", ""title"": ""Adaptive management of ecological systems under partial observability"", ""author"": ""Milad Memarzadeh and Carl Boettiger"", ""pages"": ""9--15"", ""volume"": ""224"", ""publisher"": ""Elsevier {BV}"", ""month"": ""aug"", ""year"": ""2018"", ""url"": ""https://doi.org/10.1016%2Fj.biocon.2018.05.009"", ""doi"": ""10.1016/j.biocon.2018.05.009"", ""ENTRYTYPE"": ""article"", ""ID"": ""Memarzadeh_2018""}",https://doi.org/10.1016%2Fj.biocon.2018.05.009,admin,10.1016/j.biocon.2018.05.009,1,431.0,113
332,scopus,17,1684454400000,0,0,1,,,conference full paper,"Biological Conservation, Elsevier BV",Adaptive management of ecological systems under partial observability,2018.0,8.0,Milad Memarzadeh and Carl Boettiger,"{""journal"": ""Biological Conservation"", ""title"": ""Adaptive management of ecological systems under partial observability"", ""author"": ""Milad Memarzadeh and Carl Boettiger"", ""pages"": ""9--15"", ""volume"": ""224"", ""publisher"": ""Elsevier {BV}"", ""month"": ""aug"", ""year"": ""2018"", ""url"": ""https://doi.org/10.1016%2Fj.biocon.2018.05.009"", ""doi"": ""10.1016/j.biocon.2018.05.009"", ""ENTRYTYPE"": ""article"", ""ID"": ""Memarzadeh_2018""}",https://doi.org/10.1016%2Fj.biocon.2018.05.009,admin,10.1016/j.biocon.2018.05.009,1,431.0,113
333,semantic_scholar,21,1684454400000,0,0,1,,,conference full paper,"Biological Conservation, Elsevier BV",Adaptive management of ecological systems under partial observability,2018.0,8.0,Milad Memarzadeh and Carl Boettiger,"{""journal"": ""Biological Conservation"", ""title"": ""Adaptive management of ecological systems under partial observability"", ""author"": ""Milad Memarzadeh and Carl Boettiger"", ""pages"": ""9--15"", ""volume"": ""224"", ""publisher"": ""Elsevier {BV}"", ""month"": ""aug"", ""year"": ""2018"", ""url"": ""https://doi.org/10.1016%2Fj.biocon.2018.05.009"", ""doi"": ""10.1016/j.biocon.2018.05.009"", ""ENTRYTYPE"": ""article"", ""ID"": ""Memarzadeh_2018""}",https://doi.org/10.1016%2Fj.biocon.2018.05.009,admin,10.1016/j.biocon.2018.05.009,1,431.0,113
334,user_reported,17,1623024000000,0,0,1,publication,,conference full paper,"Biological Conservation, Elsevier BV",Adaptive management of ecological systems under partial observability,2018.0,8.0,Milad Memarzadeh and Carl Boettiger,"{""journal"": ""Biological Conservation"", ""title"": ""Adaptive management of ecological systems under partial observability"", ""author"": ""Milad Memarzadeh and Carl Boettiger"", ""pages"": ""9--15"", ""volume"": ""224"", ""publisher"": ""Elsevier {BV}"", ""month"": ""aug"", ""year"": ""2018"", ""url"": ""https://doi.org/10.1016%2Fj.biocon.2018.05.009"", ""doi"": ""10.1016/j.biocon.2018.05.009"", ""ENTRYTYPE"": ""article"", ""ID"": ""Memarzadeh_2018""}",https://doi.org/10.1016%2Fj.biocon.2018.05.009,admin,10.1016/j.biocon.2018.05.009,1,431.0,113
335,google_scholar,72,1684454400000,0,0,0,,,conference full paper,"The R Journal,The R Foundation",An Introduction to Rocker: Docker Containers for R,2017.0,,Carl Boettiger and Dirk Eddelbuettel,"{""journal"": ""The R Journal"", ""title"": ""An Introduction to Rocker: Docker Containers for R"", ""author"": ""Carl Boettiger and Dirk Eddelbuettel"", ""pages"": ""527"", ""number"": ""2"", ""volume"": ""9"", ""publisher"": ""The R Foundation"", ""year"": ""2017"", ""url"": ""https://doi.org/10.32614%2Frj-2017-065"", ""doi"": ""10.32614/rj-2017-065"", ""ENTRYTYPE"": ""article"", ""ID"": ""Boettiger_2017""}",https://doi.org/10.32614%2Frj-2017-065,admin,10.32614/rj-2017-065,1,431.0,114
